stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202401,AE,0106199000,E,아랍에미리트연합,걸프협력회의,기타 포유동물,수출,17.5,455
202401,AE,0301998000,E,아랍에미리트연합,걸프협력회의,넙치(활어),수출,798.2,19735
202401,AE,0302240000,E,아랍에미리트연합,걸프협력회의,터벗(신선 또는 냉장)(프세타 맥시마),수출,304,11425
202401,AE,0303510000,E,아랍에미리트연합,걸프협력회의,"청어(클루페아 하렌구스,클루페아 팔라시)",수출,20,638
202401,AE,0303540000,E,아랍에미리트연합,걸프협력회의,"고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)",수출,170,1472
202401,AE,0303591000,E,아랍에미리트연합,걸프협력회의,삼치[스콤버로모러스(Scomberomorus)종],수출,22.2,327
202401,AE,0303670000,E,아랍에미리트연합,걸프협력회의,명태(냉동)(테라그라 찰코그라마),수출,282,1414
202401,AE,0303898000,E,아랍에미리트연합,걸프협력회의,복어(냉동),수출,45,237
202401,AE,0303899040,E,아랍에미리트연합,걸프협력회의,임연수어(냉동),수출,40,607
202401,AE,0304831000,E,아랍에미리트연합,걸프협력회의,가자미(냉동한 피레트),수출,30,385
202401,AE,0305204010,E,아랍에미리트연합,걸프협력회의,"어란(명태/염장,염수장)",수출,20,3422
202401,AE,0305541000,E,아랍에미리트연합,걸프협력회의,멸치[엔그라울리스(Engraulis)종],수출,321.6,4990
202401,AE,0305594000,E,아랍에미리트연합,걸프협력회의,조기(건조/염장불문/훈제제외),수출,9.6,197
202401,AE,0307119000,E,아랍에미리트연합,걸프협력회의,굴치패 기타(산 것 신선 또는 냉장한 것),수출,96,841
202401,AE,0307120000,E,아랍에미리트연합,걸프협력회의,냉동한 것,수출,904,10739
202401,AE,0307432090,E,아랍에미리트연합,걸프협력회의,기타,수출,600,5629
202401,AE,0307521000,E,아랍에미리트연합,걸프협력회의,문어,수출,50,785
202401,AE,0307522000,E,아랍에미리트연합,걸프협력회의,낙지,수출,165,1853
202401,AE,0307723000,E,아랍에미리트연합,걸프협력회의,바지락,수출,100,911
202401,AE,0307810000,E,아랍에미리트연합,걸프협력회의,전복(산 것 신선 또는 냉장한 것),수출,8,189
202401,AE,0307830000,E,아랍에미리트연합,걸프협력회의,냉동한 전복[할리오티스(Haliotis)종],수출,24,599
202401,AE,0308304000,E,아랍에미리트연합,걸프협력회의,해파리(염장 또는 염수장한 것),수출,50,243
202401,AE,1212212010,E,아랍에미리트연합,걸프협력회의,미역(건조한 것)(식용의 것),수출,67.5,1176
202401,AE,1212213030,E,아랍에미리트연합,걸프협력회의,톳(냉동한 것)(식용의 것),수출,10,80
202401,AE,1604141011,E,아랍에미리트연합,걸프협력회의,다랭이(기름담금),수출,113.4,1192
202401,AE,1604141039,E,아랍에미리트연합,걸프협력회의,버니토우(기타),수출,1300,3609
202401,AE,1604151000,E,아랍에미리트연합,걸프협력회의,고등어(조제/밀폐용기에 넣은 것),수출,144,594
202401,AE,1604191010,E,아랍에미리트연합,걸프협력회의,꽁치(통조림외조제품),수출,192,1164
202401,AE,1604204010,E,아랍에미리트연합,걸프협력회의,생선묵(게맛),수출,4872,19226
202401,AE,1604209000,E,아랍에미리트연합,걸프협력회의,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수출,600,2233
202401,AE,1605542091,E,아랍에미리트연합,걸프협력회의,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,82,1015
202401,AE,1605542099,E,아랍에미리트연합,걸프협력회의,오징어 기타(조제 또는 저장처리),수출,.6,2
202401,AE,1605591010,E,아랍에미리트연합,걸프협력회의,골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,314.88,3903
202401,AE,2008995010,E,아랍에미리트연합,걸프협력회의,김,수출,3012.59,139546
202401,AE,2008995090,E,아랍에미리트연합,걸프협력회의,조제한 해조류 김 제외,수출,226.4,1053
202401,AE,2501001020,E,아랍에미리트연합,걸프협력회의,천일염,수출,560.94,2244
202401,AE,2501009010,E,아랍에미리트연합,걸프협력회의,식염,수출,368.75,1401
202401,AE,2501009090,E,아랍에미리트연합,걸프협력회의,"기타소금,해수",수출,3411.2,13042
202401,AR,1604191010,E,아르헨티나,남미공동시장,꽁치(통조림외조제품),수출,192,1128
202401,AR,2008995010,E,아르헨티나,남미공동시장,김,수출,307.2,6246
202401,AT,1212212010,E,오스트리아,유럽연합/경제협력개발기구,미역(건조한 것)(식용의 것),수출,120,2436
202401,AT,2008995010,E,오스트리아,유럽연합/경제협력개발기구,김,수출,95.4,2945
202401,AT,2501009010,E,오스트리아,유럽연합/경제협력개발기구,식염,수출,1521.5,3736
202401,AU,0106199000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타 포유동물,수출,75.51,7825
202401,AU,0303320000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,가자미(플루로넥테스 플라테사),수출,900,3436
202401,AU,0303391000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타넙치류(냉동),수출,445,4738
202401,AU,0303540000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)",수출,706,7105
202401,AU,0303592000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,꽁치[콜로라비스 사이라(Cololabis saira)],수출,172,1910
202401,AU,0303630000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"대구(가두스 모르화,가두스 오각,가두스 마크로세팔루스)",수출,270,1200
202401,AU,0303670000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,명태(냉동)(테라그라 찰코그라마),수출,1391,9038
202401,AU,0303899060,E,호주,아시아.태평양 경제협력체/경제협력개발기구,아귀(냉동),수출,16723.8,87730
202401,AU,0303899091,E,호주,아시아.태평양 경제협력체/경제협력개발기구,민어(냉동),수출,432.5,6769
202401,AU,0303899099,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타어류(냉동),수출,48,449
202401,AU,0303912090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,200,3189
202401,AU,0304750000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,명태(냉동한 피레트)(테라그라 찰코그라마),수출,758,7966
202401,AU,0304831000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,가자미(냉동한 피레트),수출,292.5,3534
202401,AU,0304899000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타어류의 기타(냉동한 피레트),수출,1912.46,22540
202401,AU,0304999000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타 냉동연육 외 기타,수출,1312,10124
202401,AU,0305311000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"틸라피아,메기,잉어,뱀장어,나일퍼치 종의 건조한 것",수출,1.333,46
202401,AU,0305531000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타 어류(건조),수출,130.62,3654
202401,AU,0305549000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,150,2663
202401,AU,0305594000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,조기(건조/염장불문/훈제제외),수출,312,2265
202401,AU,0305695000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"고등어(염장,염수장)",수출,756,7273
202401,AU,0305699000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"어류(청어,대구,연어,송어,갈치,정어리,고등어 등 이외)",수출,78,767
202401,AU,0306360000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,그 밖의 새우류,수출,2535,11467
202401,AU,0307192000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타 굴(건조한 것),수출,1.014,86
202401,AU,0307422090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,420,6318
202401,AU,0307432090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,1577.92,12681
202401,AU,0307493090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,34.033,1910
202401,AU,0307494010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,갑오징어(훈제한 것),수출,30,1302
202401,AU,0307521000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,문어,수출,1000,8546
202401,AU,0307522000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,낙지,수출,510,4131
202401,AU,0307523000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,쭈꾸미,수출,472.5,6869
202401,AU,0308304000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,해파리(염장 또는 염수장한 것),수출,163.2,2021
202401,AU,0308902090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,수생무척추동물의 기타(냉동 한것),수출,980,9604
202401,AU,1212211010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,김(건조한 것)(식용의 것),수출,201.339,4424
202401,AU,1212212010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,미역(건조한 것)(식용의 것),수출,3622.71,51513
202401,AU,1212212090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,미역(기타)(식용의 것),수출,.587,9
202401,AU,1212215030,E,호주,아시아.태평양 경제협력체/경제협력개발기구,다시마(냉동한 것)(식용의 것),수출,42.45,91
202401,AU,1212215090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,다시마(기타)(식용의 것),수출,421.76,5450
202401,AU,1604141011,E,호주,아시아.태평양 경제협력체/경제협력개발기구,다랭이(기름담금),수출,64.8,590
202401,AU,1604141019,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수출,1584,26576
202401,AU,1604141021,E,호주,아시아.태평양 경제협력체/경제협력개발기구,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,1971.24,14318
202401,AU,1604141029,E,호주,아시아.태평양 경제협력체/경제협력개발기구,가다랭이(기타),수출,1767.6,12884
202401,AU,1604149000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,15,230
202401,AU,1604151000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,고등어(조제/밀폐용기에 넣은 것),수출,288,1165
202401,AU,1604161000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,멸치(조제/밀폐용기에 넣은 것),수출,43.5,1174
202401,AU,1604169000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수출,86.4,768
202401,AU,1604191010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,꽁치(통조림외조제품),수출,2352,17219
202401,AU,1604199010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,쥐치포(조제/밀페용기 이외 기타),수출,70.25,1792
202401,AU,1604199090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수출,207,1776
202401,AU,1604203000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,생선소시지,수출,300,710
202401,AU,1604204010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛),수출,9478,54331
202401,AU,1604204090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛의 것 이외 기타),수출,47979.02,146601
202401,AU,1604209000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수출,990.5,8466
202401,AU,1604320000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,캐비아 대용물,수출,482.64,6005
202401,AU,1605101099,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"기타 게살(밀폐용기에 넣은 것, 훈제한 것 이외 기타)",수출,76.8,1554
202401,AU,1605542091,E,호주,아시아.태평양 경제협력체/경제협력개발기구,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,2216.29,65880
202401,AU,1605542099,E,호주,아시아.태평양 경제협력체/경제협력개발기구,오징어 기타(조제 또는 저장처리),수출,3428.9,137597
202401,AU,1605591010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,1742.19,36018
202401,AU,1605599010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,268.8,2781
202401,AU,1605599090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(기타),수출,250.6,3940
202401,AU,1605690000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함, 밀폐용기에 넣지 않은 것)-해삼,성게,해파리제외",수출,3075,12233
202401,AU,2008995010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,김,수출,61162.858,1732908
202401,AU,2008995090,E,호주,아시아.태평양 경제협력체/경제협력개발기구,조제한 해조류 김 제외,수출,6604,42096
202401,AU,2104102000,E,호주,아시아.태평양 경제협력체/경제협력개발기구,"어류의 수우프, 브로드와 수우프 브로드 제조용 조제품",수출,891.6,12114
202401,AU,2501001020,E,호주,아시아.태평양 경제협력체/경제협력개발기구,천일염,수출,3745,5087
202401,AU,2501009010,E,호주,아시아.태평양 경제협력체/경제협력개발기구,식염,수출,6905.48,10210
202401,BD,0303899099,E,방글라데시,,기타어류(냉동),수출,50250,72928
202401,BD,0305204090,E,방글라데시,,"어란(명태, 조기, 청어이외 기타/염장, 염수장)",수출,50,79
202401,BD,0305499000,E,방글라데시,,"어류(연어, 청어, 멸치, 명태이외 기타/훈제/피레트 포함)",수출,16,4
202401,BD,1604149000,E,방글라데시,,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,117,61
202401,BD,2501009010,E,방글라데시,,식염,수출,16,6
202401,BE,0304879000,E,벨기에,유럽연합/경제협력개발기구,다랑어 기타(냉동한 피레트),수출,9807,173933
202401,BE,0307120000,E,벨기에,유럽연합/경제협력개발기구,냉동한 것,수출,815.4,9030
202401,BE,1604204090,E,벨기에,유럽연합/경제협력개발기구,생선묵(게맛의 것 이외 기타),수출,1020,4080
202401,BE,2008995090,E,벨기에,유럽연합/경제협력개발기구,조제한 해조류 김 제외,수출,22000,62948
202401,BE,2501009010,E,벨기에,유럽연합/경제협력개발기구,식염,수출,395,17438
202401,BF,0303540000,E,부루키나파소,,"고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)",수출,54000,53151
202401,BG,2008995010,E,불가리아,유럽연합,김,수출,704,19640
202401,BH,1212211010,E,바레인,걸프협력회의,김(건조한 것)(식용의 것),수출,280,13015
202401,BH,1212212010,E,바레인,걸프협력회의,미역(건조한 것)(식용의 것),수출,24,407
202401,BH,1604141019,E,바레인,걸프협력회의,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수출,33.84,281
202401,BH,1604191010,E,바레인,걸프협력회의,꽁치(통조림외조제품),수출,192,1176
202401,BJ,0303540000,E,베닝,,"고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)",수출,336000,332380
202401,BJ,0303899099,E,베닝,,기타어류(냉동),수출,28400,47084
202401,BN,2008995010,E,부루나이,동남아국가연합/아시아.태평양 경제협력체,김,수출,66,6356
202401,BO,1212212010,E,볼리비아,,미역(건조한 것)(식용의 것),수출,42.5,604
202401,BO,1212215090,E,볼리비아,,다시마(기타)(식용의 것),수출,506.88,1255
202401,BO,2008995010,E,볼리비아,,김,수출,171.42,5619
202401,BR,1212212010,E,브라질,남미공동시장,미역(건조한 것)(식용의 것),수출,702.16,2215
202401,BR,1212215090,E,브라질,남미공동시장,다시마(기타)(식용의 것),수출,75.12,1026
202401,BR,2008995010,E,브라질,남미공동시장,김,수출,16555.76,364290
202401,BR,2501009090,E,브라질,남미공동시장,"기타소금,해수",수출,10,170
202401,CA,0106199000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타 포유동물,수출,1,1500
202401,CA,0301998000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,넙치(활어),수출,893.7,24217
202401,CA,0301999040,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,볼락(적어포함/활어),수출,42,2577
202401,CA,0301999070,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미꾸라지(활어),수출,8,301
202401,CA,0301999099,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타어류(활어),수출,264,5815
202401,CA,0302240000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,터벗(신선 또는 냉장)(프세타 맥시마),수출,430,15213
202401,CA,0302896000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,돔(신선 또는 냉장)(스파리대과를 제외한다),수출,42,2289
202401,CA,0302899090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"기타(신선 또는 냉장)(삼치,복어,병어,아귀 외 기타)",수출,23.8,467
202401,CA,0303260000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,뱀장어(냉동)(앵귈라종),수출,1000,18710
202401,CA,0303330000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"서대(간장, 어란제외/냉동/피레트, 어육제외)",수출,19.2,230
202401,CA,0303592000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,꽁치[콜로라비스 사이라(Cololabis saira)],수출,247.5,1912
202401,CA,0303670000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태(냉동)(테라그라 찰코그라마),수출,888,3625
202401,CA,0303899099,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타어류(냉동),수출,1365.5,15550
202401,CA,0303912010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명란,수출,204,2588
202401,CA,0304831000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,가자미(냉동한 피레트),수출,288,1875
202401,CA,0304889000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"곱상어, 그 밖의 상어, 가오리와 홍어(라지대과) 냉동 피레트-곱상어, 그 밖의 상어 제외",수출,48.6,384
202401,CA,0304895000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어의것(냉동한 것),수출,1060.5,5461
202401,CA,0304899000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타어류의 기타(냉동한 피레트),수출,1960.86,16740
202401,CA,0304949000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태 냉동연육 외 기타,수출,144,626
202401,CA,0304999000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타 냉동연육 외 기타,수출,3149.4,27265
202401,CA,0305531000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타 어류(건조),수출,841.5,21971
202401,CA,0305541000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,멸치[엔그라울리스(Engraulis)종],수출,1971.66,28061
202401,CA,0305549000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,112.59,1021
202401,CA,0305597000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,까나리(건조/염장불문/훈제제외),수출,91.6,1650
202401,CA,0305598000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,실치(건조/염장불문/훈제제외),수출,40,738
202401,CA,0305693000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"갈치(염장,염수장)",수출,1394.65,15449
202401,CA,0305695000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"고등어(염장,염수장)",수출,948.8,5661
202401,CA,0305699000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"어류(청어,대구,연어,송어,갈치,정어리,고등어 등 이외)",수출,90.8,796
202401,CA,0306141090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게살(냉동한 것) 훈제한 것(기타),수출,1620,37168
202401,CA,0306143090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,꽃게(냉동한 것) 기타,수출,1500,13250
202401,CA,0306171090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타),수출,900,4747
202401,CA,0306179099,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,.73,2
202401,CA,0306332000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,대게,수출,390,9127
202401,CA,0306339000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게(기타),수출,6077.88,365720
202401,CA,0306951020,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,건조한 것,수출,60,2734
202401,CA,0307120000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,냉동한 것,수출,4520,54184
202401,CA,0307192000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타 굴(건조한 것),수출,2.241,74
202401,CA,0307320000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,냉동한 것,수출,1572,6178
202401,CA,0307392000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,홍합(건조),수출,12,354
202401,CA,0307432090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,15088,71377
202401,CA,0307492090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,54,1651
202401,CA,0307493010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로,수출,42,1377
202401,CA,0307493090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,108,5976
202401,CA,0307511000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"낙지(산것/신선, 냉장)",수출,7.5,284
202401,CA,0307521000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,문어,수출,110,2112
202401,CA,0307529000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,.4,2
202401,CA,0307721000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,새조개,수출,1240,11199
202401,CA,0307810000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,전복(산 것 신선 또는 냉장한 것),수출,29,694
202401,CA,0307919000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"기타[분 조분 펠리트 포함(식용 적합)]의 기타(산,신선,냉장)",수출,12,125
202401,CA,0307929000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,기타,수출,10,161
202401,CA,0308110000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해삼(산 것 신선 또는 냉장한 것),수출,21,344
202401,CA,0308304000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해파리(염장 또는 염수장한 것),수출,208.96,1028
202401,CA,0308902010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,우렁쉥이(냉동한 것),수출,20,611
202401,CA,0308902090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,수생무척추동물의 기타(냉동 한것),수출,237.6,3065
202401,CA,1212211010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,김(건조한 것)(식용의 것),수출,98,1742
202401,CA,1212212010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미역(건조한 것)(식용의 것),수출,5641.95,44917
202401,CA,1212212020,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미역(염장한 것)(식용의 것),수출,1736.2,3244
202401,CA,1212212040,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미역(냉동한 것)(식용의 것),수출,169.8,494
202401,CA,1212212090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미역(기타)(식용의 것),수출,35,707
202401,CA,1212213030,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,톳(냉동한 것)(식용의 것),수출,400,921
202401,CA,1212213090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,톳(기타)(식용의 것),수출,18,186
202401,CA,1212214010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,파래(건조한 것)(식용의 것),수출,35,299
202401,CA,1212215010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마(염장한 것)(식용의 것),수출,100,131
202401,CA,1212215030,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마(냉동한 것)(식용의 것),수출,84.9,191
202401,CA,1212215090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마(기타)(식용의 것),수출,1015.48,13867
202401,CA,1212291090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,김(기타),수출,285.28,7583
202401,CA,1212295090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마(기타),수출,40.6,669
202401,CA,1603004000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류의즙,수출,112.8,636
202401,CA,1604141012,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다랭이(보일드),수출,2254.8,26078
202401,CA,1604141019,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수출,9639.36,83596
202401,CA,1604141021,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,4740.48,38380
202401,CA,1604141029,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,가다랭이(기타),수출,986.4,8467
202401,CA,1604151000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어(조제/밀폐용기에 넣은 것),수출,864,2745
202401,CA,1604169000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수출,64.8,576
202401,CA,1604191010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,꽁치(통조림외조제품),수출,768,4480
202401,CA,1604199010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,쥐치포(조제/밀페용기 이외 기타),수출,145,3180
202401,CA,1604199090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수출,5700.5,41400
202401,CA,1604203000,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,생선소시지,수출,2166,10942
202401,CA,1604204010,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,생선묵(게맛),수출,5810,15198
202401,CA,1604204090,E,카나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,생선묵(게맛의 것 이외 기타),수출,45678,168224
